id,year,round,roundname,date,hteam,hteamid,hscore,ateam,ateamid,ascore,venue,winner,complete,is_final,is_grand_final,margin,is_home_win,season,round_number
5400,2020,10,Round 10,2020-08-04 19:10:00,Richmond,14,82,Brisbane,2,41,Carrara,Richmond,100,0,0,41,1,2020,10
5401,2020,10,Round 10,2020-08-05 17:40:00,Geelong,7,90,North Melbourne,12,57,Gabba,Geelong,100,0,0,33,1,2020,10
5402,2020,10,Round 10,2020-08-05 20:10:00,Adelaide,1,37,Melbourne,11,88,Adelaide Oval,Melbourne,100,0,0,-51,0,2020,10
5403,2020,10,Round 10,2020-08-06 17:40:00,Collingwood,4,50,Sydney,16,41,Gabba,Collingwood,100,0,0,9,1,2020,10
5404,2020,10,Round 10,2020-08-06 20:10:00,Gold Coast,8,74,St Kilda,15,78,Carrara,St Kilda,100,0,0,-4,0,2020,10
5405,2020,10,Round 10,2020-08-07 19:50:00,Essendon,5,55,Greater Western Sydney,9,59,Carrara,Greater Western Sydney,100,0,0,-4,0,2020,10
5406,2020,11,Round 11,2020-08-08 16:35:00,Port Adelaide,13,93,Richmond,14,72,Adelaide Oval,Port Adelaide,100,0,0,21,1,2020,11
5407,2020,11,Round 11,2020-08-08 19:40:00,Brisbane,2,96,Western Bulldogs,18,72,Gabba,Brisbane,100,0,0,24,1,2020,11
5408,2020,11,Round 11,2020-08-09 15:35:00,West Coast,17,72,Carlton,3,50,Perth Stadium,West Coast,100,0,0,22,1,2020,11
5409,2020,11,Round 11,2020-08-09 18:10:00,Melbourne,11,92,North Melbourne,12,35,Adelaide Oval,Melbourne,100,0,0,57,1,2020,11
5410,2020,11,Round 11,2020-08-10 18:10:00,St Kilda,15,34,Geelong,7,93,Gabba,Geelong,100,0,0,-59,0,2020,11
5411,2020,11,Round 11,2020-08-10 20:40:00,Fremantle,6,48,Hawthorn,10,32,Perth Stadium,Fremantle,100,0,0,16,1,2020,11
5412,2020,11,Round 11,2020-08-11 18:35:00,Adelaide,1,38,Collingwood,4,62,Adelaide Oval,Collingwood,100,0,0,-24,0,2020,11
5413,2020,11,Round 11,2020-08-12 19:10:00,Gold Coast,8,73,Essendon,5,73,Carrara,Draw,100,0,0,0,0,2020,11
5414,2020,12,Round 12,2020-08-13 20:10:00,Sydney,16,66,Greater Western Sydney,9,25,Perth Stadium,Sydney,100,0,0,41,1,2020,12
5415,2020,12,Round 12,2020-08-14 19:50:00,Geelong,7,91,Port Adelaide,13,31,Carrara,Geelong,100,0,0,60,1,2020,12
5416,2020,12,Round 12,2020-08-15 14:35:00,North Melbourne,12,52,Brisbane,2,53,Carrara,Brisbane,100,0,0,-1,0,2020,12
5417,2020,12,Round 12,2020-08-15 17:10:00,Melbourne,11,100,Collingwood,4,44,Gabba,Melbourne,100,0,0,56,1,2020,12
5418,2020,12,Round 12,2020-08-15 20:10:00,Fremantle,6,36,Carlton,3,40,Perth Stadium,Carlton,100,0,0,-4,0,2020,12
5419,2020,12,Round 12,2020-08-16 13:05:00,Western Bulldogs,18,111,Adelaide,1,54,Carrara,Western Bulldogs,100,0,0,57,1,2020,12
5420,2020,12,Round 12,2020-08-16 15:35:00,St Kilda,15,68,Essendon,5,33,Gabba,St Kilda,100,0,0,35,1,2020,12
5421,2020,12,Round 12,2020-08-16 18:10:00,West Coast,17,81,Hawthorn,10,49,Perth Stadium,West Coast,100,0,0,32,1,2020,12
5422,2020,12,Round 12,2020-08-17 19:10:00,Richmond,14,53,Gold Coast,8,32,Gabba,Richmond,100,0,0,21,1,2020,12
5472,2020,13,Round 13,2020-08-21 19:50:00,Gold Coast,8,27,Carlton,3,60,Marrara Oval,Carlton,100,0,0,-33,0,2020,13
5473,2020,13,Round 13,2020-08-22 13:45:00,Western Bulldogs,18,80,Melbourne,11,52,Carrara,Western Bulldogs,100,0,0,28,1,2020,13
5474,2020,13,Round 13,2020-08-22 16:35:00,Port Adelaide,13,68,Hawthorn,10,58,Adelaide Oval,Port Adelaide,100,0,0,10,1,2020,13
5475,2020,13,Round 13,2020-08-22 19:45:00,Essendon,5,61,Richmond,14,73,Marrara Oval,Richmond,100,0,0,-12,0,2020,13
5476,2020,13,Round 13,2020-08-22 20:10:00,Fremantle,6,50,Sydney,16,19,Perth Stadium,Fremantle,100,0,0,31,1,2020,13
5477,2020,13,Round 13,2020-08-23 13:05:00,Adelaide,1,37,Geelong,7,65,Adelaide Oval,Geelong,100,0,0,-28,0,2020,13
5478,2020,13,Round 13,2020-08-23 15:35:00,Brisbane,2,50,St Kilda,15,48,Gabba,Brisbane,100,0,0,2,1,2020,13
5479,2020,13,Round 13,2020-08-23 18:10:00,West Coast,17,61,Greater Western Sydney,9,49,Perth Stadium,West Coast,100,0,0,12,1,2020,13
5480,2020,13,Round 13,2020-08-24 19:10:00,Collingwood,4,65,North Melbourne,12,35,Gabba,Collingwood,100,0,0,30,1,2020,13
5561,2020,14,Round 14,2020-08-27 16:40:00,Hawthorn,10,71,Essendon,5,87,Adelaide Oval,Essendon,100,0,0,-16,0,2020,14
5562,2020,14,Round 14,2020-08-27 19:10:00,Richmond,14,88,West Coast,17,61,Carrara,Richmond,100,0,0,27,1,2020,14
5563,2020,14,Round 14,2020-08-28 19:50:00,Western Bulldogs,18,61,Geelong,7,72,Carrara,Geelong,100,0,0,-11,0,2020,14
5564,2020,14,Round 14,2020-08-29 13:45:00,Port Adelaide,13,73,Sydney,16,47,Adelaide Oval,Port Adelaide,100,0,0,26,1,2020,14
5565,2020,14,Round 14,2020-08-29 16:35:00,Fremantle,6,53,Greater Western Sydney,9,91,Perth Stadium,Greater Western Sydney,100,0,0,-38,0,2020,14
5566,2020,14,Round 14,2020-08-29 19:40:00,Melbourne,11,52,St Kilda,15,49,Traeger Park,Melbourne,100,0,0,3,1,2020,14
5567,2020,14,Round 14,2020-08-30 15:35:00,Carlton,3,48,Collingwood,4,72,Gabba,Collingwood,100,0,0,-24,0,2020,14
5568,2020,14,Round 14,2020-08-30 18:10:00,Gold Coast,8,91,North Melbourne,12,28,Carrara,Gold Coast,100,0,0,63,1,2020,14
5569,2020,15,Round 15,2020-09-01 17:40:00,Hawthorn,10,48,Adelaide,1,83,Adelaide Oval,Adelaide,100,0,0,-35,0,2020,15
5570,2020,15,Round 15,2020-09-01 20:10:00,West Coast,17,60,Essendon,5,45,Gabba,West Coast,100,0,0,15,1,2020,15
5571,2020,15,Round 15,2020-09-02 19:10:00,Richmond,14,56,Fremantle,6,29,Carrara,Richmond,100,0,0,27,1,2020,15
5572,2020,15,Round 15,2020-09-03 16:40:00,Sydney,16,67,Melbourne,11,46,Cazaly's Stadium,Sydney,100,0,0,21,1,2020,15
5573,2020,15,Round 15,2020-09-03 19:10:00,Greater Western Sydney,9,48,Carlton,3,39,Carrara,Greater Western Sydney,100,0,0,9,1,2020,15
5574,2020,15,Round 15,2020-09-04 19:50:00,Brisbane,2,42,Collingwood,4,34,Gabba,Brisbane,100,0,0,8,1,2020,15
5575,2020,16,Round 16,2020-09-05 19:40:00,North Melbourne,12,42,Port Adelaide,13,78,Carrara,Port Adelaide,100,0,0,-36,0,2020,16
5576,2020,16,Round 16,2020-09-06 13:05:00,St Kilda,15,80,Hawthorn,10,66,Carrara,St Kilda,100,0,0,14,1,2020,16
5577,2020,16,Round 16,2020-09-06 15:35:00,Geelong,7,108,Essendon,5,42,Gabba,Geelong,100,0,0,66,1,2020,16
5578,2020,16,Round 16,2020-09-06 18:10:00,Western Bulldogs,18,49,West Coast,17,47,Carrara,Western Bulldogs,100,0,0,2,1,2020,16
5579,2020,16,Round 16,2020-09-07 19:10:00,Melbourne,11,33,Fremantle,6,47,Cazaly's Stadium,Fremantle,100,0,0,-14,0,2020,16
5580,2020,16,Round 16,2020-09-08 17:40:00,Adelaide,1,59,Greater Western Sydney,9,47,Adelaide Oval,Adelaide,100,0,0,12,1,2020,16
5581,2020,16,Round 16,2020-09-08 20:10:00,Carlton,3,57,Sydney,16,52,Carrara,Carlton,100,0,0,5,1,2020,16
5582,2020,16,Round 16,2020-09-09 19:10:00,Brisbane,2,88,Gold Coast,8,43,Gabba,Brisbane,100,0,0,45,1,2020,16
5583,2020,17,Round 17,2020-09-10 19:10:00,St Kilda,15,50,West Coast,17,65,Gabba,West Coast,100,0,0,-15,0,2020,17
5584,2020,17,Round 17,2020-09-11 19:50:00,Geelong,7,31,Richmond,14,57,Carrara,Richmond,100,0,0,-26,0,2020,17
5585,2020,17,Round 17,2020-09-12 14:10:00,North Melbourne,12,35,Fremantle,6,99,Carrara,Fremantle,100,0,0,-64,0,2020,17
5586,2020,17,Round 17,2020-09-12 17:05:00,Port Adelaide,13,79,Essendon,5,29,Adelaide Oval,Port Adelaide,100,0,0,50,1,2020,17
5587,2020,17,Round 17,2020-09-12 19:40:00,Greater Western Sydney,9,74,Melbourne,11,79,Gabba,Melbourne,100,0,0,-5,0,2020,17
5588,2020,17,Round 17,2020-09-13 13:05:00,Carlton,3,56,Adelaide,1,72,Carrara,Adelaide,100,0,0,-16,0,2020,17
5589,2020,17,Round 17,2020-09-13 15:35:00,Hawthorn,10,40,Western Bulldogs,18,76,Adelaide Oval,Western Bulldogs,100,0,0,-36,0,2020,17
5590,2020,17,Round 17,2020-09-13 18:10:00,Sydney,16,41,Brisbane,2,73,Cazaly's Stadium,Brisbane,100,0,0,-32,0,2020,17
5591,2020,17,Round 17,2020-09-14 19:10:00,Collingwood,4,68,Gold Coast,8,46,Gabba,Collingwood,100,0,0,22,1,2020,17
5592,2020,18,Round 18,2020-09-19 17:10:00,Adelaide,1,33,Richmond,14,77,Adelaide Oval,Richmond,100,0,0,-44,0,2020,18
5593,2020,18,Round 18,2020-09-19 19:40:00,Brisbane,2,78,Carlton,3,61,Gabba,Brisbane,100,0,0,17,1,2020,18
5594,2020,18,Round 18,2020-09-21 19:15:00,Collingwood,4,45,Port Adelaide,13,61,Gabba,Port Adelaide,100,0,0,-16,0,2020,18
5595,2020,18,Round 18,2020-09-19 14:10:00,Essendon,5,49,Melbourne,11,68,Carrara,Melbourne,100,0,0,-19,0,2020,18
5596,2020,18,Round 18,2020-09-20 18:10:00,Fremantle,6,44,Western Bulldogs,18,74,Cazaly's Stadium,Western Bulldogs,100,0,0,-30,0,2020,18
5597,2020,18,Round 18,2020-09-20 13:05:00,Hawthorn,10,108,Gold Coast,8,57,Adelaide Oval,Hawthorn,100,0,0,51,1,2020,18
5598,2020,18,Round 18,2020-09-17 19:10:00,North Melbourne,12,34,West Coast,17,49,Carrara,West Coast,100,0,0,-15,0,2020,18
5599,2020,18,Round 18,2020-09-18 19:50:00,St Kilda,15,82,Greater Western Sydney,9,30,Gabba,St Kilda,100,0,0,52,1,2020,18
5600,2020,18,Round 18,2020-09-20 15:35:00,Sydney,16,63,Geelong,7,69,Carrara,Geelong,100,0,0,-6,0,2020,18
5754,2020,19,Finals Week 1,2020-10-01 19:40:00,Port Adelaide,13,58,Geelong,7,42,Adelaide Oval,Port Adelaide,100,3,0,16,1,2020,19
5755,2020,19,Finals Week 1,2020-10-02 19:50:00,Brisbane,2,69,Richmond,14,54,Gabba,Brisbane,100,3,0,15,1,2020,19
5756,2020,19,Finals Week 1,2020-10-03 16:40:00,St Kilda,15,67,Western Bulldogs,18,64,Gabba,St Kilda,100,2,0,3,1,2020,19
5757,2020,19,Finals Week 1,2020-10-03 20:10:00,West Coast,17,75,Collingwood,4,76,Perth Stadium,Collingwood,100,2,0,-1,0,2020,19
5915,2020,20,Semi-Finals,2020-10-09 19:50:00,Richmond,14,80,St Kilda,15,49,Carrara,Richmond,100,4,0,31,1,2020,20
5916,2020,20,Semi-Finals,2020-10-10 19:40:00,Geelong,7,100,Collingwood,4,32,Gabba,Geelong,100,4,0,68,1,2020,20
6076,2020,21,Preliminary Finals,2020-10-16 19:50:00,Port Adelaide,13,40,Richmond,14,46,Adelaide Oval,Richmond,100,5,0,-6,0,2020,21
6077,2020,21,Preliminary Finals,2020-10-17 19:40:00,Brisbane,2,42,Geelong,7,82,Gabba,Geelong,100,5,0,-40,0,2020,21
6239,2020,22,Grand Final,2020-10-24 19:30:00,Richmond,14,81,Geelong,7,50,Gabba,Richmond,100,6,1,31,1,2020,22
6240,2021,1,Round 1,2021-03-18 19:25:00,Richmond,14,105,Carlton,3,80,M.C.G.,Richmond,100,0,0,25,1,2021,1
6241,2021,1,Round 1,2021-03-19 19:50:00,Collingwood,4,53,Western Bulldogs,18,69,M.C.G.,Western Bulldogs,100,0,0,-16,0,2021,1
6242,2021,1,Round 1,2021-03-20 13:45:00,Melbourne,11,80,Fremantle,6,58,M.C.G.,Melbourne,100,0,0,22,1,2021,1
6243,2021,1,Round 1,2021-03-20 16:35:00,Adelaide,1,103,Geelong,7,91,Adelaide Oval,Adelaide,100,0,0,12,1,2021,1
6244,2021,1,Round 1,2021-03-20 19:25:00,Essendon,5,91,Hawthorn,10,92,Docklands,Hawthorn,100,0,0,-1,0,2021,1
6245,2021,1,Round 1,2021-03-20 19:45:00,Brisbane,2,94,Sydney,16,125,Gabba,Sydney,100,0,0,-31,0,2021,1
6246,2021,1,Round 1,2021-03-21 13:10:00,North Melbourne,12,65,Port Adelaide,13,117,Docklands,Port Adelaide,100,0,0,-52,0,2021,1
6247,2021,1,Round 1,2021-03-21 15:20:00,Greater Western Sydney,9,78,St Kilda,15,86,Sydney Showground,St Kilda,100,0,0,-8,0,2021,1
6248,2021,1,Round 1,2021-03-21 18:10:00,West Coast,17,83,Gold Coast,8,58,Perth Stadium,West Coast,100,0,0,25,1,2021,1
6249,2021,2,Round 2,2021-03-25 19:20:00,Carlton,3,85,Collingwood,4,106,M.C.G.,Collingwood,100,0,0,-21,0,2021,2
6250,2021,2,Round 2,2021-03-26 19:50:00,Geelong,7,81,Brisbane,2,80,Kardinia Park,Geelong,100,0,0,1,1,2021,2
6251,2021,2,Round 2,2021-03-27 13:45:00,Sydney,16,121,Adelaide,1,88,S.C.G.,Sydney,100,0,0,33,1,2021,2
6252,2021,2,Round 2,2021-03-27 16:35:00,Port Adelaide,13,119,Essendon,5,65,Adelaide Oval,Port Adelaide,100,0,0,54,1,2021,2
6253,2021,2,Round 2,2021-03-27 19:25:00,St Kilda,15,73,Melbourne,11,91,Docklands,Melbourne,100,0,0,-18,0,2021,2
6254,2021,2,Round 2,2021-03-27 20:10:00,Gold Coast,8,98,North Melbourne,12,39,Carrara,Gold Coast,100,0,0,59,1,2021,2
6255,2021,2,Round 2,2021-03-28 13:10:00,Hawthorn,10,49,Richmond,14,78,M.C.G.,Richmond,100,0,0,-29,0,2021,2
6256,2021,2,Round 2,2021-03-28 15:20:00,Western Bulldogs,18,100,West Coast,17,93,Docklands,Western Bulldogs,100,0,0,7,1,2021,2
6257,2021,2,Round 2,2021-03-28 18:10:00,Fremantle,6,87,Greater Western Sydney,9,56,Perth Stadium,Fremantle,100,0,0,31,1,2021,2
6258,2021,3,Round 3,2021-04-01 19:40:00,Collingwood,4,72,Brisbane,2,73,Docklands,Brisbane,100,0,0,-1,0,2021,3
6259,2021,3,Round 3,2021-04-02 16:20:00,North Melbourne,12,39,Western Bulldogs,18,167,Docklands,Western Bulldogs,100,0,0,-128,0,2021,3
6260,2021,3,Round 3,2021-04-02 19:50:00,Adelaide,1,95,Gold Coast,8,85,Adelaide Oval,Adelaide,100,0,0,10,1,2021,3
6261,2021,3,Round 3,2021-04-03 13:45:00,Richmond,14,72,Sydney,16,117,M.C.G.,Sydney,100,0,0,-45,0,2021,3
6262,2021,3,Round 3,2021-04-03 16:35:00,Essendon,5,143,St Kilda,15,68,Docklands,Essendon,100,0,0,75,1,2021,3
6263,2021,3,Round 3,2021-04-03 20:10:00,West Coast,17,108,Port Adelaide,13,71,Perth Stadium,West Coast,100,0,0,37,1,2021,3
6264,2021,3,Round 3,2021-04-04 15:20:00,Carlton,3,109,Fremantle,6,64,Docklands,Carlton,100,0,0,45,1,2021,3
6265,2021,3,Round 3,2021-04-04 18:10:00,Greater Western Sydney,9,68,Melbourne,11,102,Manuka Oval,Melbourne,100,0,0,-34,0,2021,3
6266,2021,3,Round 3,2021-04-05 15:20:00,Geelong,7,69,Hawthorn,10,64,M.C.G.,Geelong,100,0,0,5,1,2021,3
6267,2021,4,Round 4,2021-04-08 19:20:00,Sydney,16,83,Essendon,5,80,S.C.G.,Sydney,100,0,0,3,1,2021,4
6268,2021,4,Round 4,2021-04-09 19:50:00,Port Adelaide,13,79,Richmond,14,77,Adelaide Oval,Port Adelaide,100,0,0,2,1,2021,4
6269,2021,4,Round 4,2021-04-10 13:35:00,Western Bulldogs,18,73,Brisbane,2,54,Eureka Stadium,Western Bulldogs,100,0,0,19,1,2021,4
6270,2021,4,Round 4,2021-04-10 16:35:00,St Kilda,15,102,West Coast,17,82,Docklands,St Kilda,100,0,0,20,1,2021,4
6271,2021,4,Round 4,2021-04-10 19:25:00,Gold Coast,8,59,Carlton,3,70,Carrara,Carlton,100,0,0,-11,0,2021,4
6272,2021,4,Round 4,2021-04-10 19:25:00,Collingwood,4,60,Greater Western Sydney,9,90,M.C.G.,Greater Western Sydney,100,0,0,-30,0,2021,4
6273,2021,4,Round 4,2021-04-11 13:10:00,North Melbourne,12,68,Adelaide,1,109,Docklands,Adelaide,100,0,0,-41,0,2021,4
6274,2021,4,Round 4,2021-04-11 15:20:00,Melbourne,11,85,Geelong,7,60,M.C.G.,Melbourne,100,0,0,25,1,2021,4
6275,2021,4,Round 4,2021-04-11 16:40:00,Fremantle,6,96,Hawthorn,10,81,Perth Stadium,Fremantle,100,0,0,15,1,2021,4
6276,2021,5,Round 5,2021-04-15 19:20:00,St Kilda,15,48,Richmond,14,134,Docklands,Richmond,100,0,0,-86,0,2021,5
6277,2021,5,Round 5,2021-04-16 20:10:00,West Coast,17,103,Collingwood,4,76,Perth Stadium,West Coast,100,0,0,27,1,2021,5
6278,2021,5,Round 5,2021-04-17 16:35:00,Western Bulldogs,18,118,Gold Coast,8,56,Docklands,Western Bulldogs,100,0,0,62,1,2021,5
6279,2021,5,Round 5,2021-04-17 16:35:00,Sydney,16,69,Greater Western Sydney,9,71,S.C.G.,Greater Western Sydney,100,0,0,-2,0,2021,5
6280,2021,5,Round 5,2021-04-17 19:25:00,Carlton,3,68,Port Adelaide,13,96,M.C.G.,Port Adelaide,100,0,0,-28,0,2021,5
6281,2021,5,Round 5,2021-04-17 19:25:00,Brisbane,2,102,Essendon,5,45,Gabba,Brisbane,100,0,0,57,1,2021,5
6282,2021,5,Round 5,2021-04-18 13:10:00,Adelaide,1,72,Fremantle,6,84,Adelaide Oval,Fremantle,100,0,0,-12,0,2021,5
6283,2021,5,Round 5,2021-04-18 15:20:00,Hawthorn,10,54,Melbourne,11,104,M.C.G.,Melbourne,100,0,0,-50,0,2021,5
6284,2021,5,Round 5,2021-04-18 16:40:00,Geelong,7,77,North Melbourne,12,47,Kardinia Park,Geelong,100,0,0,30,1,2021,5
6285,2021,6,Round 6,2021-04-23 19:50:00,Greater Western Sydney,9,65,Western Bulldogs,18,104,Manuka Oval,Western Bulldogs,100,0,0,-39,0,2021,6
6286,2021,6,Round 6,2021-04-24 13:45:00,Geelong,7,136,West Coast,17,39,Kardinia Park,Geelong,100,0,0,97,1,2021,6
6287,2021,6,Round 6,2021-04-24 13:45:00,Gold Coast,8,100,Sydney,16,60,Carrara,Gold Coast,100,0,0,40,1,2021,6
6288,2021,6,Round 6,2021-04-24 16:35:00,Carlton,3,85,Brisbane,2,103,Docklands,Brisbane,100,0,0,-18,0,2021,6
6289,2021,6,Round 6,2021-04-24 19:25:00,Melbourne,11,82,Richmond,14,48,M.C.G.,Melbourne,100,0,0,34,1,2021,6
6290,2021,6,Round 6,2021-04-24 20:15:00,Fremantle,6,99,North Melbourne,12,48,Perth Stadium,Fremantle,100,0,0,51,1,2021,6
6291,2021,6,Round 6,2021-04-25 12:30:00,Hawthorn,10,102,Adelaide,1,99,York Park,Hawthorn,100,0,0,3,1,2021,6
6292,2021,6,Round 6,2021-04-25 15:20:00,Collingwood,4,85,Essendon,5,109,M.C.G.,Essendon,100,0,0,-24,0,2021,6
6293,2021,6,Round 6,2021-04-25 18:40:00,Port Adelaide,13,93,St Kilda,15,39,Adelaide Oval,Port Adelaide,100,0,0,54,1,2021,6
6294,2021,7,Round 7,2021-05-01 19:25:00,Brisbane,2,93,Port Adelaide,13,44,Gabba,Brisbane,100,0,0,49,1,2021,7
6295,2021,7,Round 7,2021-05-01 13:45:00,Collingwood,4,55,Gold Coast,8,79,M.C.G.,Gold Coast,100,0,0,-24,0,2021,7
6296,2021,7,Round 7,2021-05-02 15:20:00,Essendon,5,107,Carlton,3,123,M.C.G.,Carlton,100,0,0,-16,0,2021,7
6297,2021,7,Round 7,2021-05-02 13:10:00,North Melbourne,12,73,Melbourne,11,103,Bellerive Oval,Melbourne,100,0,0,-30,0,2021,7
6298,2021,7,Round 7,2021-04-30 19:50:00,Richmond,14,77,Western Bulldogs,18,55,M.C.G.,Richmond,100,0,0,22,1,2021,7
6299,2021,7,Round 7,2021-05-01 16:35:00,St Kilda,15,128,Hawthorn,10,59,Docklands,St Kilda,100,0,0,69,1,2021,7
6300,2021,7,Round 7,2021-05-01 19:25:00,Sydney,16,90,Geelong,7,88,S.C.G.,Sydney,100,0,0,2,1,2021,7
6301,2021,7,Round 7,2021-05-01 14:10:00,Adelaide,1,39,Greater Western Sydney,9,106,Adelaide Oval,Greater Western Sydney,100,0,0,-67,0,2021,7
6302,2021,7,Round 7,2021-05-02 16:40:00,West Coast,17,132,Fremantle,6,73,Perth Stadium,West Coast,100,0,0,59,1,2021,7
6303,2021,8,Round 8,2021-05-08 13:45:00,Gold Coast,8,54,St Kilda,15,63,Carrara,St Kilda,100,0,0,-9,0,2021,8
6304,2021,8,Round 8,2021-05-08 14:10:00,Greater Western Sydney,9,107,Essendon,5,105,Sydney Showground,Greater Western Sydney,100,0,0,2,1,2021,8
6305,2021,8,Round 8,2021-05-09 13:10:00,Hawthorn,10,60,West Coast,17,98,M.C.G.,West Coast,100,0,0,-38,0,2021,8
6306,2021,8,Round 8,2021-05-08 19:25:00,Melbourne,11,67,Sydney,16,58,M.C.G.,Melbourne,100,0,0,9,1,2021,8
6307,2021,8,Round 8,2021-05-08 16:35:00,North Melbourne,12,76,Collingwood,4,94,Docklands,Collingwood,100,0,0,-18,0,2021,8
6308,2021,8,Round 8,2021-05-07 19:50:00,Richmond,14,63,Geelong,7,126,M.C.G.,Geelong,100,0,0,-63,0,2021,8
6309,2021,8,Round 8,2021-05-09 15:20:00,Western Bulldogs,18,107,Carlton,3,91,Docklands,Western Bulldogs,100,0,0,16,1,2021,8
6310,2021,8,Round 8,2021-05-08 19:40:00,Port Adelaide,13,87,Adelaide,1,38,Adelaide Oval,Port Adelaide,100,0,0,49,1,2021,8
6311,2021,8,Round 8,2021-05-09 16:40:00,Brisbane,2,95,Fremantle,6,71,Gabba,Brisbane,100,0,0,24,1,2021,8
6312,2021,9,Round 9,2021-05-16 13:10:00,Essendon,5,68,Fremantle,6,61,Docklands,Essendon,100,0,0,7,1,2021,9
6313,2021,9,Round 9,2021-05-15 16:35:00,Gold Coast,8,51,Brisbane,2,124,Carrara,Brisbane,100,0,0,-73,0,2021,9
6314,2021,9,Round 9,2021-05-15 14:10:00,Hawthorn,10,80,North Melbourne,12,87,York Park,North Melbourne,100,0,0,-7,0,2021,9
6315,2021,9,Round 9,2021-05-16 15:20:00,Melbourne,11,94,Carlton,3,68,M.C.G.,Melbourne,100,0,0,26,1,2021,9
6316,2021,9,Round 9,2021-05-15 19:25:00,Richmond,14,87,Greater Western Sydney,9,83,Docklands,Richmond,100,0,0,4,1,2021,9
6317,2021,9,Round 9,2021-05-14 19:50:00,St Kilda,15,47,Geelong,7,68,Docklands,Geelong,100,0,0,-21,0,2021,9
6318,2021,9,Round 9,2021-05-15 13:45:00,Sydney,16,72,Collingwood,4,42,S.C.G.,Sydney,100,0,0,30,1,2021,9
6319,2021,9,Round 9,2021-05-15 19:40:00,Port Adelaide,13,77,Western Bulldogs,18,96,Adelaide Oval,Western Bulldogs,100,0,0,-19,0,2021,9
6320,2021,9,Round 9,2021-05-16 16:40:00,West Coast,17,106,Adelaide,1,76,Perth Stadium,West Coast,100,0,0,30,1,2021,9
6321,2021,10,Round 10,2021-05-21 19:50:00,Brisbane,2,102,Richmond,14,74,Gabba,Brisbane,100,0,0,28,1,2021,10
6322,2021,10,Round 10,2021-05-22 13:45:00,Carlton,3,86,Hawthorn,10,63,M.C.G.,Carlton,100,0,0,23,1,2021,10
6323,2021,10,Round 10,2021-05-23 15:20:00,Collingwood,4,58,Port Adelaide,13,59,M.C.G.,Port Adelaide,100,0,0,-1,0,2021,10
6324,2021,10,Round 10,2021-05-23 16:40:00,Essendon,5,141,North Melbourne,12,69,Docklands,Essendon,100,0,0,72,1,2021,10
6325,2021,10,Round 10,2021-05-22 14:10:00,Geelong,7,91,Gold Coast,8,57,Kardinia Park,Geelong,100,0,0,34,1,2021,10
6326,2021,10,Round 10,2021-05-23 13:10:00,Greater Western Sydney,9,93,West Coast,17,77,Sydney Showground,Greater Western Sydney,100,0,0,16,1,2021,10
6327,2021,10,Round 10,2021-05-22 19:25:00,Western Bulldogs,18,144,St Kilda,15,33,Docklands,Western Bulldogs,100,0,0,111,1,2021,10
6328,2021,10,Round 10,2021-05-22 16:35:00,Adelaide,1,96,Melbourne,11,95,Adelaide Oval,Adelaide,100,0,0,1,1,2021,10
6329,2021,10,Round 10,2021-05-22 19:40:00,Fremantle,6,86,Sydney,16,84,Perth Stadium,Fremantle,100,0,0,2,1,2021,10
6330,2021,11,Round 11,2021-05-29 14:10:00,Brisbane,2,129,Greater Western Sydney,9,65,Gabba,Brisbane,100,0,0,64,1,2021,11
6331,2021,11,Round 11,2021-05-29 13:45:00,Collingwood,4,51,Geelong,7,61,M.C.G.,Geelong,100,0,0,-10,0,2021,11
6332,2021,11,Round 11,2021-05-30 14:10:00,Richmond,14,111,Adelaide,1,83,Sydney Showground,Richmond,100,0,0,28,1,2021,11
6333,2021,11,Round 11,2021-05-29 16:35:00,St Kilda,15,88,North Melbourne,12,68,Docklands,St Kilda,100,0,0,20,1,2021,11
6334,2021,11,Round 11,2021-05-30 15:20:00,Sydney,16,100,Carlton,3,78,S.C.G.,Sydney,100,0,0,22,1,2021,11
6335,2021,11,Round 11,2021-05-28 19:50:00,Western Bulldogs,18,59,Melbourne,11,87,Docklands,Melbourne,100,0,0,-28,0,2021,11
6336,2021,11,Round 11,2021-05-29 19:40:00,Gold Coast,8,113,Hawthorn,10,76,S.C.G.,Gold Coast,100,0,0,37,1,2021,11
6337,2021,11,Round 11,2021-05-30 17:20:00,Port Adelaide,13,115,Fremantle,6,69,Adelaide Oval,Port Adelaide,100,0,0,46,1,2021,11
6338,2021,11,Round 11,2021-05-29 19:40:00,West Coast,17,71,Essendon,5,87,Perth Stadium,Essendon,100,0,0,-16,0,2021,11
6339,2021,12,Round 12,2021-06-06 15:20:00,Carlton,3,73,West Coast,17,95,S.C.G.,West Coast,100,0,0,-22,0,2021,12
6340,2021,12,Round 12,2021-06-05 19:40:00,Essendon,5,84,Richmond,14,123,Perth Stadium,Richmond,100,0,0,-39,0,2021,12
6341,2021,12,Round 12,2021-06-05 13:45:00,Sydney,16,92,St Kilda,15,83,S.C.G.,Sydney,100,0,0,9,1,2021,12
6342,2021,12,Round 12,2021-06-05 16:35:00,Adelaide,1,73,Collingwood,4,78,Adelaide Oval,Collingwood,100,0,0,-5,0,2021,12
6343,2021,12,Round 12,2021-06-04 19:50:00,Melbourne,11,97,Brisbane,2,75,Sydney Showground,Melbourne,100,0,0,22,1,2021,12
