id,year,round,roundname,date,hteam,hteamid,hscore,ateam,ateamid,ascore,venue,winner,complete,is_final,is_grand_final,margin,is_home_win,season,round_number
155,2017,10,Round 10,2017-05-28 16:40:00,West Coast,17,90,Greater Western Sydney,9,98,Subiaco,Greater Western Sydney,100,0,0,-8,0,2017,10
156,2017,11,Round 11,2017-06-01 19:50:00,Port Adelaide,13,98,Hawthorn,10,47,Adelaide Oval,Port Adelaide,100,0,0,51,1,2017,11
157,2017,11,Round 11,2017-06-02 19:50:00,Geelong,7,96,Adelaide,1,74,GMHBA Stadium,Geelong,100,0,0,22,1,2017,11
158,2017,11,Round 11,2017-06-03 13:45:00,Gold Coast,8,80,West Coast,17,77,Carrara,Gold Coast,100,0,0,3,1,2017,11
162,2017,11,Round 11,2017-06-03 16:35:00,Greater Western Sydney,9,117,Essendon,5,101,Sydney Showground,Greater Western Sydney,100,0,0,16,1,2017,11
163,2017,11,Round 11,2017-06-03 19:25:00,North Melbourne,12,66,Richmond,14,101,Docklands,Richmond,100,0,0,-35,0,2017,11
164,2017,11,Round 11,2017-06-04 16:40:00,Fremantle,6,85,Collingwood,4,105,Subiaco,Collingwood,100,0,0,-20,0,2017,11
165,2017,12,Round 12,2017-06-08 19:20:00,Sydney,16,88,Western Bulldogs,18,42,S.C.G.,Sydney,100,0,0,46,1,2017,12
166,2017,12,Round 12,2017-06-09 19:50:00,Adelaide,1,111,St Kilda,15,54,Adelaide Oval,Adelaide,100,0,0,57,1,2017,12
167,2017,12,Round 12,2017-06-10 13:45:00,Hawthorn,10,79,Gold Coast,8,95,M.C.G.,Gold Coast,100,0,0,-16,0,2017,12
168,2017,12,Round 12,2017-06-10 16:35:00,Brisbane,2,121,Fremantle,6,64,Gabba,Brisbane,100,0,0,57,1,2017,12
169,2017,12,Round 12,2017-06-10 19:25:00,Essendon,5,131,Port Adelaide,13,61,Docklands,Essendon,100,0,0,70,1,2017,12
170,2017,12,Round 12,2017-06-11 15:20:00,Carlton,3,71,Greater Western Sydney,9,70,Docklands,Carlton,100,0,0,1,1,2017,12
171,2017,12,Round 12,2017-06-12 15:20:00,Melbourne,11,104,Collingwood,4,100,M.C.G.,Melbourne,100,0,0,4,1,2017,12
172,2017,13,Round 13,2017-06-15 20:10:00,West Coast,17,83,Geelong,7,70,Subiaco,West Coast,100,0,0,13,1,2017,13
173,2017,13,Round 13,2017-06-16 19:50:00,North Melbourne,12,72,St Kilda,15,89,Docklands,St Kilda,100,0,0,-17,0,2017,13
174,2017,13,Round 13,2017-06-17 13:45:00,Richmond,14,71,Sydney,16,80,M.C.G.,Sydney,100,0,0,-9,0,2017,13
175,2017,13,Round 13,2017-06-17 16:35:00,Port Adelaide,13,121,Brisbane,2,81,Adelaide Oval,Port Adelaide,100,0,0,40,1,2017,13
176,2017,13,Round 13,2017-06-17 19:25:00,Gold Coast,8,73,Carlton,3,83,Carrara,Carlton,100,0,0,-10,0,2017,13
177,2017,13,Round 13,2017-06-18 15:20:00,Western Bulldogs,18,56,Melbourne,11,113,Docklands,Melbourne,100,0,0,-57,0,2017,13
178,2017,14,Round 14,2017-06-22 19:50:00,Adelaide,1,82,Hawthorn,10,96,Adelaide Oval,Hawthorn,100,0,0,-14,0,2017,14
193,2017,14,Round 14,2017-06-23 19:50:00,Sydney,16,86,Essendon,5,85,S.C.G.,Sydney,100,0,0,1,1,2017,14
194,2017,14,Round 14,2017-06-24 13:45:00,Collingwood,4,62,Port Adelaide,13,93,M.C.G.,Port Adelaide,100,0,0,-31,0,2017,14
195,2017,14,Round 14,2017-06-24 16:35:00,Brisbane,2,86,Greater Western Sydney,9,146,Gabba,Greater Western Sydney,100,0,0,-60,0,2017,14
196,2017,14,Round 14,2017-06-24 19:25:00,Western Bulldogs,18,107,North Melbourne,12,106,Docklands,Western Bulldogs,100,0,0,1,1,2017,14
197,2017,14,Round 14,2017-06-24 19:40:00,West Coast,17,96,Melbourne,11,99,Subiaco,Melbourne,100,0,0,-3,0,2017,14
198,2017,14,Round 14,2017-06-25 13:10:00,Geelong,7,74,Fremantle,6,72,GMHBA Stadium,Geelong,100,0,0,2,1,2017,14
207,2017,14,Round 14,2017-06-25 15:20:00,Richmond,14,84,Carlton,3,58,M.C.G.,Richmond,100,0,0,26,1,2017,14
208,2017,14,Round 14,2017-06-25 16:40:00,St Kilda,15,103,Gold Coast,8,72,Docklands,St Kilda,100,0,0,31,1,2017,14
209,2017,15,Round 15,2017-06-30 19:50:00,Melbourne,11,50,Sydney,16,85,M.C.G.,Sydney,100,0,0,-35,0,2017,15
210,2017,15,Round 15,2017-07-01 13:45:00,Western Bulldogs,18,80,West Coast,17,87,Docklands,West Coast,100,0,0,-7,0,2017,15
211,2017,15,Round 15,2017-07-01 14:10:00,Carlton,3,77,Adelaide,1,89,M.C.G.,Adelaide,100,0,0,-12,0,2017,15
212,2017,15,Round 15,2017-07-01 16:35:00,Gold Coast,8,118,North Melbourne,12,99,Carrara,Gold Coast,100,0,0,19,1,2017,15
213,2017,15,Round 15,2017-07-01 19:25:00,Greater Western Sydney,9,68,Geelong,7,68,Sydney Showground,Draw,100,0,0,0,0,2017,15
214,2017,15,Round 15,2017-07-01 19:40:00,Port Adelaide,13,63,Richmond,14,76,Adelaide Oval,Richmond,100,0,0,-13,0,2017,15
215,2017,15,Round 15,2017-07-02 13:10:00,Essendon,5,82,Brisbane,2,90,Docklands,Brisbane,100,0,0,-8,0,2017,15
216,2017,15,Round 15,2017-07-02 15:20:00,Hawthorn,10,118,Collingwood,4,94,M.C.G.,Hawthorn,100,0,0,24,1,2017,15
217,2017,15,Round 15,2017-07-02 16:40:00,Fremantle,6,80,St Kilda,15,89,Subiaco,St Kilda,100,0,0,-9,0,2017,15
218,2017,16,Round 16,2017-07-07 19:50:00,Adelaide,1,104,Western Bulldogs,18,45,Adelaide Oval,Adelaide,100,0,0,59,1,2017,16
229,2017,16,Round 16,2017-07-08 13:45:00,Hawthorn,10,97,Greater Western Sydney,9,97,University of Tasmania Stadium,Draw,100,0,0,0,0,2017,16
230,2017,16,Round 16,2017-07-08 14:10:00,Collingwood,4,80,Essendon,5,117,M.C.G.,Essendon,100,0,0,-37,0,2017,16
231,2017,16,Round 16,2017-07-08 16:35:00,Sydney,16,118,Gold Coast,8,51,S.C.G.,Sydney,100,0,0,67,1,2017,16
232,2017,16,Round 16,2017-07-08 19:25:00,Brisbane,2,78,Geelong,7,163,Gabba,Geelong,100,0,0,-85,0,2017,16
233,2017,16,Round 16,2017-07-08 19:25:00,St Kilda,15,138,Richmond,14,71,Docklands,St Kilda,100,0,0,67,1,2017,16
234,2017,16,Round 16,2017-07-09 13:10:00,North Melbourne,12,82,Fremantle,6,86,Docklands,Fremantle,100,0,0,-4,0,2017,16
235,2017,16,Round 16,2017-07-09 15:20:00,Carlton,3,82,Melbourne,11,90,M.C.G.,Melbourne,100,0,0,-8,0,2017,16
236,2017,16,Round 16,2017-07-09 16:40:00,West Coast,17,88,Port Adelaide,13,120,Subiaco,Port Adelaide,100,0,0,-32,0,2017,16
237,2017,17,Round 17,2017-07-14 19:50:00,St Kilda,15,57,Essendon,5,118,Docklands,Essendon,100,0,0,-61,0,2017,17
238,2017,17,Round 17,2017-07-15 13:45:00,Geelong,7,88,Hawthorn,10,85,M.C.G.,Geelong,100,0,0,3,1,2017,17
249,2017,17,Round 17,2017-07-15 14:10:00,Port Adelaide,13,127,North Melbourne,12,57,Adelaide Oval,Port Adelaide,100,0,0,70,1,2017,17
250,2017,17,Round 17,2017-07-15 16:35:00,Gold Coast,8,88,Collingwood,4,103,Carrara,Collingwood,100,0,0,-15,0,2017,17
251,2017,17,Round 17,2017-07-15 19:25:00,Greater Western Sydney,9,83,Sydney,16,96,Sydney Showground,Sydney,100,0,0,-13,0,2017,17
252,2017,17,Round 17,2017-07-15 19:40:00,Melbourne,11,70,Adelaide,1,116,Marrara Oval,Adelaide,100,0,0,-46,0,2017,17
253,2017,17,Round 17,2017-07-16 13:10:00,Richmond,14,112,Brisbane,2,81,Docklands,Richmond,100,0,0,31,1,2017,17
254,2017,17,Round 17,2017-07-16 15:20:00,Carlton,3,62,Western Bulldogs,18,82,M.C.G.,Western Bulldogs,100,0,0,-20,0,2017,17
255,2017,17,Round 17,2017-07-16 16:40:00,Fremantle,6,44,West Coast,17,74,Subiaco,West Coast,100,0,0,-30,0,2017,17
256,2017,18,Round 18,2017-07-21 19:50:00,Adelaide,1,91,Geelong,7,70,Adelaide Oval,Adelaide,100,0,0,21,1,2017,18
257,2017,18,Round 18,2017-07-22 13:45:00,Essendon,5,132,North Melbourne,12,105,Docklands,Essendon,100,0,0,27,1,2017,18
258,2017,18,Round 18,2017-07-22 14:10:00,Melbourne,11,88,Port Adelaide,13,65,M.C.G.,Melbourne,100,0,0,23,1,2017,18
262,2017,18,Round 18,2017-07-22 16:35:00,Western Bulldogs,18,110,Gold Coast,8,56,Cazaly's Stadium,Western Bulldogs,100,0,0,54,1,2017,18
263,2017,18,Round 18,2017-07-22 19:25:00,Sydney,16,101,St Kilda,15,59,S.C.G.,Sydney,100,0,0,42,1,2017,18
264,2017,18,Round 18,2017-07-22 19:40:00,Fremantle,6,48,Hawthorn,10,100,Subiaco,Hawthorn,100,0,0,-52,0,2017,18
265,2017,18,Round 18,2017-07-23 13:10:00,Richmond,14,64,Greater Western Sydney,9,45,M.C.G.,Richmond,100,0,0,19,1,2017,18
266,2017,18,Round 18,2017-07-23 15:20:00,Collingwood,4,93,West Coast,17,85,Docklands,Collingwood,100,0,0,8,1,2017,18
267,2017,18,Round 18,2017-07-23 16:40:00,Brisbane,2,112,Carlton,3,82,Gabba,Brisbane,100,0,0,30,1,2017,18
268,2017,19,Round 19,2017-07-28 19:50:00,Hawthorn,10,72,Sydney,16,66,M.C.G.,Hawthorn,100,0,0,6,1,2017,19
269,2017,19,Round 19,2017-07-29 13:45:00,North Melbourne,12,76,Melbourne,11,72,Bellerive Oval,North Melbourne,100,0,0,4,1,2017,19
270,2017,19,Round 19,2017-07-29 14:10:00,Greater Western Sydney,9,98,Fremantle,6,86,Sydney Showground,Greater Western Sydney,100,0,0,12,1,2017,19
271,2017,19,Round 19,2017-07-29 16:35:00,Port Adelaide,13,63,St Kilda,15,61,Adelaide Oval,Port Adelaide,100,0,0,2,1,2017,19
272,2017,19,Round 19,2017-07-29 19:25:00,Gold Coast,8,65,Richmond,14,98,Carrara,Richmond,100,0,0,-33,0,2017,19
273,2017,19,Round 19,2017-07-29 19:25:00,Carlton,3,58,Geelong,7,123,Docklands,Geelong,100,0,0,-65,0,2017,19
274,2017,19,Round 19,2017-07-30 13:10:00,Western Bulldogs,18,127,Essendon,5,97,Docklands,Western Bulldogs,100,0,0,30,1,2017,19
275,2017,19,Round 19,2017-07-30 15:20:00,Collingwood,4,103,Adelaide,1,103,M.C.G.,Draw,100,0,0,0,0,2017,19
276,2017,19,Round 19,2017-07-30 16:40:00,West Coast,17,113,Brisbane,2,45,Subiaco,West Coast,100,0,0,68,1,2017,19
277,2017,20,Round 20,2017-08-04 19:50:00,Geelong,7,61,Sydney,16,107,GMHBA Stadium,Sydney,100,0,0,-46,0,2017,20
278,2017,20,Round 20,2017-08-05 13:45:00,Greater Western Sydney,9,97,Melbourne,11,62,UNSW Canberra Oval,Greater Western Sydney,100,0,0,35,1,2017,20
290,2017,20,Round 20,2017-08-05 14:10:00,Essendon,5,84,Carlton,3,76,M.C.G.,Essendon,100,0,0,8,1,2017,20
291,2017,20,Round 20,2017-08-05 16:35:00,Brisbane,2,89,Western Bulldogs,18,103,Gabba,Western Bulldogs,100,0,0,-14,0,2017,20
292,2017,20,Round 20,2017-08-05 19:25:00,North Melbourne,12,57,Collingwood,4,111,Docklands,Collingwood,100,0,0,-54,0,2017,20
293,2017,20,Round 20,2017-08-05 19:40:00,Fremantle,6,90,Gold Coast,8,67,Subiaco,Fremantle,100,0,0,23,1,2017,20
294,2017,20,Round 20,2017-08-06 13:10:00,St Kilda,15,103,West Coast,17,95,Docklands,St Kilda,100,0,0,8,1,2017,20
295,2017,20,Round 20,2017-08-06 15:20:00,Richmond,14,93,Hawthorn,10,64,M.C.G.,Richmond,100,0,0,29,1,2017,20
296,2017,20,Round 20,2017-08-06 16:40:00,Adelaide,1,130,Port Adelaide,13,46,Adelaide Oval,Adelaide,100,0,0,84,1,2017,20
297,2017,21,Round 21,2017-08-11 19:50:00,Western Bulldogs,18,57,Greater Western Sydney,9,105,Docklands,Greater Western Sydney,100,0,0,-48,0,2017,21
298,2017,21,Round 21,2017-08-12 13:45:00,Sydney,16,143,Fremantle,6,39,S.C.G.,Sydney,100,0,0,104,1,2017,21
301,2017,21,Round 21,2017-08-12 14:10:00,Geelong,7,80,Richmond,14,66,GMHBA Stadium,Geelong,100,0,0,14,1,2017,21
302,2017,21,Round 21,2017-08-12 16:35:00,Brisbane,2,142,Gold Coast,8,84,Gabba,Brisbane,100,0,0,58,1,2017,21
303,2017,21,Round 21,2017-08-12 19:25:00,Essendon,5,80,Adelaide,1,123,Docklands,Adelaide,100,0,0,-43,0,2017,21
304,2017,21,Round 21,2017-08-12 19:40:00,West Coast,17,100,Carlton,3,83,Subiaco,West Coast,100,0,0,17,1,2017,21
305,2017,21,Round 21,2017-08-13 13:10:00,Melbourne,11,96,St Kilda,15,72,M.C.G.,Melbourne,100,0,0,24,1,2017,21
306,2017,21,Round 21,2017-08-13 15:20:00,Hawthorn,10,116,North Melbourne,12,89,University of Tasmania Stadium,Hawthorn,100,0,0,27,1,2017,21
307,2017,21,Round 21,2017-08-13 16:40:00,Port Adelaide,13,98,Collingwood,4,71,Adelaide Oval,Port Adelaide,100,0,0,27,1,2017,21
308,2017,22,Round 22,2017-08-18 19:50:00,Adelaide,1,80,Sydney,16,83,Adelaide Oval,Sydney,100,0,0,-3,0,2017,22
309,2017,22,Round 22,2017-08-19 13:45:00,Western Bulldogs,18,79,Port Adelaide,13,96,Mars Stadium,Port Adelaide,100,0,0,-17,0,2017,22
310,2017,22,Round 22,2017-08-19 14:10:00,Collingwood,4,59,Geelong,7,70,M.C.G.,Geelong,100,0,0,-11,0,2017,22
311,2017,22,Round 22,2017-08-19 16:35:00,Greater Western Sydney,9,81,West Coast,17,60,Sydney Showground,Greater Western Sydney,100,0,0,21,1,2017,22
312,2017,22,Round 22,2017-08-19 19:25:00,Gold Coast,8,57,Essendon,5,90,Carrara,Essendon,100,0,0,-33,0,2017,22
313,2017,22,Round 22,2017-08-19 19:25:00,Carlton,3,77,Hawthorn,10,70,Docklands,Carlton,100,0,0,7,1,2017,22
314,2017,22,Round 22,2017-08-20 13:10:00,Melbourne,11,104,Brisbane,2,91,M.C.G.,Melbourne,100,0,0,13,1,2017,22
315,2017,22,Round 22,2017-08-20 15:20:00,St Kilda,15,127,North Melbourne,12,78,Docklands,St Kilda,100,0,0,49,1,2017,22
316,2017,22,Round 22,2017-08-20 16:40:00,Fremantle,6,51,Richmond,14,155,Subiaco,Richmond,100,0,0,-104,0,2017,22
317,2017,23,Round 23,2017-08-27 16:40:00,West Coast,17,100,Adelaide,1,71,Subiaco,West Coast,100,0,0,29,1,2017,23
318,2017,23,Round 23,2017-08-26 16:35:00,Sydney,16,138,Carlton,3,57,S.C.G.,Sydney,100,0,0,81,1,2017,23
330,2017,23,Round 23,2017-08-26 14:10:00,Brisbane,2,79,North Melbourne,12,130,Gabba,North Melbourne,100,0,0,-51,0,2017,23
331,2017,23,Round 23,2017-08-26 19:40:00,Port Adelaide,13,135,Gold Coast,8,20,Adelaide Oval,Port Adelaide,100,0,0,115,1,2017,23
332,2017,23,Round 23,2017-08-26 13:45:00,Collingwood,4,99,Melbourne,11,83,M.C.G.,Collingwood,100,0,0,16,1,2017,23
333,2017,23,Round 23,2017-08-25 19:50:00,Hawthorn,10,99,Western Bulldogs,18,90,Docklands,Hawthorn,100,0,0,9,1,2017,23
334,2017,23,Round 23,2017-08-26 19:25:00,Geelong,7,103,Greater Western Sydney,9,59,GMHBA Stadium,Geelong,100,0,0,44,1,2017,23
335,2017,23,Round 23,2017-08-27 15:20:00,Richmond,14,122,St Kilda,15,81,M.C.G.,Richmond,100,0,0,41,1,2017,23
336,2017,23,Round 23,2017-08-27 13:10:00,Essendon,5,107,Fremantle,6,92,Docklands,Essendon,100,0,0,15,1,2017,23
337,2017,24,Finals Week 1,2017-09-07 19:50:00,Adelaide,1,84,Greater Western Sydney,9,48,Adelaide Oval,Adelaide,100,3,0,36,1,2017,24
338,2017,24,Finals Week 1,2017-09-08 19:50:00,Geelong,7,40,Richmond,14,91,M.C.G.,Richmond,100,3,0,-51,0,2017,24
341,2017,24,Finals Week 1,2017-09-09 16:20:00,Sydney,16,121,Essendon,5,56,S.C.G.,Sydney,100,2,0,65,1,2017,24
342,2017,24,Finals Week 1,2017-09-09 19:50:00,Port Adelaide,13,76,West Coast,17,78,Adelaide Oval,West Coast,100,2,0,-2,0,2017,24
349,2017,25,Semi-Finals,2017-09-15 19:50:00,Geelong,7,98,Sydney,16,39,M.C.G.,Geelong,100,4,0,59,1,2017,25
350,2017,25,Semi-Finals,2017-09-16 19:25:00,Greater Western Sydney,9,125,West Coast,17,58,Sydney Showground,Greater Western Sydney,100,4,0,67,1,2017,25
359,2017,26,Preliminary Finals,2017-09-22 19:50:00,Adelaide,1,136,Geelong,7,75,Adelaide Oval,Adelaide,100,5,0,61,1,2017,26
360,2017,26,Preliminary Finals,2017-09-23 16:45:00,Richmond,14,103,Greater Western Sydney,9,67,M.C.G.,Richmond,100,5,0,36,1,2017,26
371,2017,27,Grand Final,2017-09-30 14:30:00,Adelaide,1,60,Richmond,14,108,M.C.G.,Richmond,100,6,1,-48,0,2017,27
372,2018,1,Round 1,2018-03-22 19:25:00,Richmond,14,121,Carlton,3,95,M.C.G.,Richmond,100,0,0,26,1,2018,1
373,2018,1,Round 1,2018-03-23 19:50:00,Essendon,5,99,Adelaide,1,87,Docklands,Essendon,100,0,0,12,1,2018,1
374,2018,1,Round 1,2018-03-24 15:35:00,St Kilda,15,107,Brisbane,2,82,Docklands,St Kilda,100,0,0,25,1,2018,1
375,2018,1,Round 1,2018-03-24 16:35:00,Port Adelaide,13,110,Fremantle,6,60,Adelaide Oval,Port Adelaide,100,0,0,50,1,2018,1
376,2018,1,Round 1,2018-03-24 19:25:00,Gold Coast,8,55,North Melbourne,12,39,Cazaly's Stadium,Gold Coast,100,0,0,16,1,2018,1
377,2018,1,Round 1,2018-03-24 19:25:00,Hawthorn,10,101,Collingwood,4,67,M.C.G.,Hawthorn,100,0,0,34,1,2018,1
378,2018,1,Round 1,2018-03-25 13:10:00,Greater Western Sydney,9,133,Western Bulldogs,18,51,UNSW Canberra Oval,Greater Western Sydney,100,0,0,82,1,2018,1
379,2018,1,Round 1,2018-03-25 15:20:00,Melbourne,11,94,Geelong,7,97,M.C.G.,Geelong,100,0,0,-3,0,2018,1
380,2018,1,Round 1,2018-03-25 19:20:00,West Coast,17,86,Sydney,16,115,Optus Stadium,Sydney,100,0,0,-29,0,2018,1
381,2018,2,Round 2,2018-03-29 19:50:00,Adelaide,1,118,Richmond,14,82,Adelaide Oval,Adelaide,100,0,0,36,1,2018,2
382,2018,2,Round 2,2018-03-30 16:20:00,North Melbourne,12,95,St Kilda,15,43,Docklands,North Melbourne,100,0,0,52,1,2018,2
383,2018,2,Round 2,2018-03-31 13:45:00,Carlton,3,67,Gold Coast,8,101,Docklands,Gold Coast,100,0,0,-34,0,2018,2
384,2018,2,Round 2,2018-03-31 16:35:00,Collingwood,4,79,Greater Western Sydney,9,95,M.C.G.,Greater Western Sydney,100,0,0,-16,0,2018,2
385,2018,2,Round 2,2018-03-31 19:25:00,Brisbane,2,74,Melbourne,11,100,Gabba,Melbourne,100,0,0,-26,0,2018,2
386,2018,2,Round 2,2018-03-31 20:10:00,Fremantle,6,106,Essendon,5,90,Optus Stadium,Fremantle,100,0,0,16,1,2018,2
387,2018,2,Round 2,2018-04-01 15:20:00,Western Bulldogs,18,70,West Coast,17,121,Docklands,West Coast,100,0,0,-51,0,2018,2
388,2018,2,Round 2,2018-04-01 16:40:00,Sydney,16,71,Port Adelaide,13,94,S.C.G.,Port Adelaide,100,0,0,-23,0,2018,2
389,2018,2,Round 2,2018-04-02 15:20:00,Geelong,7,117,Hawthorn,10,118,M.C.G.,Hawthorn,100,0,0,-1,0,2018,2
390,2018,3,Round 3,2018-04-06 19:50:00,Carlton,3,76,Collingwood,4,100,M.C.G.,Collingwood,100,0,0,-24,0,2018,3
391,2018,3,Round 3,2018-04-07 13:45:00,Port Adelaide,13,97,Brisbane,2,92,Adelaide Oval,Port Adelaide,100,0,0,5,1,2018,3
402,2018,3,Round 3,2018-04-07 14:10:00,Melbourne,11,123,North Melbourne,12,86,M.C.G.,Melbourne,100,0,0,37,1,2018,3
403,2018,3,Round 3,2018-04-07 16:35:00,Gold Coast,8,68,Fremantle,6,96,Optus Stadium,Fremantle,100,0,0,-28,0,2018,3
404,2018,3,Round 3,2018-04-07 19:25:00,Sydney,16,103,Greater Western Sydney,9,87,S.C.G.,Sydney,100,0,0,16,1,2018,3
405,2018,3,Round 3,2018-04-07 19:25:00,St Kilda,15,55,Adelaide,1,104,Docklands,Adelaide,100,0,0,-49,0,2018,3
406,2018,3,Round 3,2018-04-08 13:10:00,Richmond,14,102,Hawthorn,10,89,M.C.G.,Richmond,100,0,0,13,1,2018,3
407,2018,3,Round 3,2018-04-08 15:20:00,Western Bulldogs,18,104,Essendon,5,83,Docklands,Western Bulldogs,100,0,0,21,1,2018,3
408,2018,3,Round 3,2018-04-08 16:40:00,West Coast,17,95,Geelong,7,80,Optus Stadium,West Coast,100,0,0,15,1,2018,3
409,2018,4,Round 4,2018-04-13 19:50:00,Adelaide,1,58,Collingwood,4,106,Adelaide Oval,Collingwood,100,0,0,-48,0,2018,4
410,2018,4,Round 4,2018-04-14 13:45:00,Greater Western Sydney,9,82,Fremantle,6,51,UNSW Canberra Oval,Greater Western Sydney,100,0,0,31,1,2018,4
411,2018,4,Round 4,2018-04-14 14:10:00,Richmond,14,110,Brisbane,2,17,M.C.G.,Richmond,100,0,0,93,1,2018,4
415,2018,4,Round 4,2018-04-14 16:35:00,Western Bulldogs,18,79,Sydney,16,86,Docklands,Sydney,100,0,0,-7,0,2018,4
416,2018,4,Round 4,2018-04-14 19:25:00,North Melbourne,12,116,Carlton,3,30,Bellerive Oval,North Melbourne,100,0,0,86,1,2018,4
417,2018,4,Round 4,2018-04-14 20:10:00,West Coast,17,139,Gold Coast,8,59,Optus Stadium,West Coast,100,0,0,80,1,2018,4
418,2018,4,Round 4,2018-04-15 13:10:00,Essendon,5,106,Port Adelaide,13,84,Docklands,Essendon,100,0,0,22,1,2018,4
419,2018,4,Round 4,2018-04-15 15:20:00,Hawthorn,10,115,Melbourne,11,48,M.C.G.,Hawthorn,100,0,0,67,1,2018,4
420,2018,4,Round 4,2018-04-15 16:40:00,Geelong,7,103,St Kilda,15,56,GMHBA Stadium,Geelong,100,0,0,47,1,2018,4
421,2018,5,Round 5,2018-04-20 19:50:00,Sydney,16,75,Adelaide,1,85,S.C.G.,Adelaide,100,0,0,-10,0,2018,5
422,2018,5,Round 5,2018-04-21 13:45:00,St Kilda,15,73,Greater Western Sydney,9,73,Docklands,Draw,100,0,0,0,0,2018,5
423,2018,5,Round 5,2018-04-21 16:35:00,Carlton,3,69,West Coast,17,79,M.C.G.,West Coast,100,0,0,-10,0,2018,5
424,2018,5,Round 5,2018-04-21 19:40:00,Port Adelaide,13,50,Geelong,7,84,Adelaide Oval,Geelong,100,0,0,-34,0,2018,5
425,2018,5,Round 5,2018-04-21 20:10:00,Fremantle,6,108,Western Bulldogs,18,54,Optus Stadium,Fremantle,100,0,0,54,1,2018,5
426,2018,5,Round 5,2018-04-22 15:20:00,North Melbourne,12,98,Hawthorn,10,70,Docklands,North Melbourne,100,0,0,28,1,2018,5
427,2018,5,Round 5,2018-04-22 16:40:00,Brisbane,2,71,Gold Coast,8,76,Gabba,Gold Coast,100,0,0,-5,0,2018,5
428,2018,5,Round 5,2018-04-24 19:25:00,Melbourne,11,56,Richmond,14,102,M.C.G.,Richmond,100,0,0,-46,0,2018,5
429,2018,5,Round 5,2018-04-25 15:20:00,Collingwood,4,101,Essendon,5,52,M.C.G.,Collingwood,100,0,0,49,1,2018,5
430,2018,6,Round 6,2018-04-27 19:50:00,Western Bulldogs,18,80,Carlton,3,59,Docklands,Western Bulldogs,100,0,0,21,1,2018,6
431,2018,6,Round 6,2018-04-28 13:45:00,Geelong,7,69,Sydney,16,86,GMHBA Stadium,Sydney,100,0,0,-17,0,2018,6
443,2018,6,Round 6,2018-04-28 14:10:00,North Melbourne,12,69,Port Adelaide,13,102,Docklands,Port Adelaide,100,0,0,-33,0,2018,6
444,2018,6,Round 6,2018-04-28 16:35:00,Greater Western Sydney,9,77,Brisbane,2,43,Sydney Showground,Greater Western Sydney,100,0,0,34,1,2018,6
445,2018,6,Round 6,2018-04-28 19:25:00,Hawthorn,10,89,St Kilda,15,54,University of Tasmania Stadium,Hawthorn,100,0,0,35,1,2018,6
446,2018,6,Round 6,2018-04-28 19:40:00,Adelaide,1,110,Gold Coast,8,62,Adelaide Oval,Adelaide,100,0,0,48,1,2018,6
447,2018,6,Round 6,2018-04-29 13:10:00,Essendon,5,72,Melbourne,11,108,Docklands,Melbourne,100,0,0,-36,0,2018,6
448,2018,6,Round 6,2018-04-29 15:20:00,Collingwood,4,70,Richmond,14,113,M.C.G.,Richmond,100,0,0,-43,0,2018,6
449,2018,6,Round 6,2018-04-29 16:40:00,Fremantle,6,81,West Coast,17,89,Optus Stadium,West Coast,100,0,0,-8,0,2018,6
450,2018,7,Round 7,2018-05-04 19:50:00,Geelong,7,93,Greater Western Sydney,9,32,GMHBA Stadium,Geelong,100,0,0,61,1,2018,7
451,2018,7,Round 7,2018-05-05 13:45:00,Western Bulldogs,18,81,Gold Coast,8,72,Mars Stadium,Western Bulldogs,100,0,0,9,1,2018,7
456,2018,7,Round 7,2018-05-05 14:10:00,Essendon,5,67,Hawthorn,10,90,M.C.G.,Hawthorn,100,0,0,-23,0,2018,7
457,2018,7,Round 7,2018-05-05 16:35:00,West Coast,17,102,Port Adelaide,13,60,Optus Stadium,West Coast,100,0,0,42,1,2018,7
458,2018,7,Round 7,2018-05-05 19:25:00,Sydney,16,66,North Melbourne,12,68,S.C.G.,North Melbourne,100,0,0,-2,0,2018,7
459,2018,7,Round 7,2018-05-05 19:40:00,Adelaide,1,125,Carlton,3,70,Adelaide Oval,Adelaide,100,0,0,55,1,2018,7
460,2018,7,Round 7,2018-05-06 13:10:00,Richmond,14,110,Fremantle,6,33,M.C.G.,Richmond,100,0,0,77,1,2018,7
461,2018,7,Round 7,2018-05-06 15:20:00,St Kilda,15,67,Melbourne,11,106,Docklands,Melbourne,100,0,0,-39,0,2018,7
462,2018,7,Round 7,2018-05-06 16:40:00,Brisbane,2,114,Collingwood,4,121,Gabba,Collingwood,100,0,0,-7,0,2018,7
463,2018,8,Round 8,2018-05-11 19:50:00,Hawthorn,10,71,Sydney,16,79,M.C.G.,Sydney,100,0,0,-8,0,2018,8
464,2018,8,Round 8,2018-05-12 13:45:00,Greater Western Sydney,9,61,West Coast,17,86,Sydney Showground,West Coast,100,0,0,-25,0,2018,8
465,2018,8,Round 8,2018-05-12 14:10:00,Carlton,3,91,Essendon,5,78,M.C.G.,Carlton,100,0,0,13,1,2018,8
466,2018,8,Round 8,2018-05-12 16:35:00,Gold Coast,8,77,Melbourne,11,146,Gabba,Melbourne,100,0,0,-69,0,2018,8
467,2018,8,Round 8,2018-05-12 17:10:00,Port Adelaide,13,95,Adelaide,1,90,Adelaide Oval,Port Adelaide,100,0,0,5,1,2018,8
