date,season,round_number,home_team,away_team,venue,home_elo,away_elo,elo_diff,elo_prob,home_form_5,home_form_10,away_form_5,away_form_10,home_avg_margin_5,away_avg_margin_5,home_avg_score_5,away_avg_score_5,home_avg_conceded_5,away_avg_conceded_5,home_streak,away_streak,h2h_home_wins_5,h2h_avg_margin_5,home_venue_win_rate,away_venue_win_rate,is_home_ground,days_rest_home,days_rest_away,home_win,margin
2017-07-30 16:40:00,2017,19,West Coast,Brisbane,Subiaco,1561.26,1320.53,280.73,0.8342,0.4,0.4,0.4,0.3,-1.2,-27.6,86.0,89.4,87.2,117.0,-1,1,3.0,55.33,0.8056,0.0,0,7.0,7.0,1,68
2017-08-04 19:50:00,2017,20,Geelong,Sydney,GMHBA Stadium,1625.15,1605.08,60.07,0.5856,0.6,0.7,0.8,0.8,26.4,30.2,102.4,93.2,76.0,63.0,1,-1,1.0,-21.5,0.75,0.0,0,6.0,7.0,0,-46
2017-08-05 13:45:00,2017,20,Greater Western Sydney,Melbourne,UNSW Canberra Oval,1591.17,1504.24,126.93,0.6749,0.2,0.5,0.4,0.6,-4.0,-10.8,78.2,74.0,82.2,84.8,1,-1,1.0,5.67,0.8,0.0,0,6.0,7.0,1,35
2017-08-05 14:10:00,2017,20,Essendon,Carlton,M.C.G.,1424.44,1344.5,119.95,0.6661,0.6,0.5,0.0,0.2,17.4,-27.0,109.2,72.2,91.8,99.2,-1,-6,2.0,3.75,0.4762,0.2963,0,6.0,6.0,1,8
2017-08-05 16:35:00,2017,20,Brisbane,Western Bulldogs,Gabba,1315.56,1579.98,-224.42,0.2155,0.4,0.3,0.6,0.5,-29.2,7.6,81.2,88.8,110.4,81.2,-1,3,1.0,-37.25,0.2333,0.0,0,5.0,6.0,0,-14
2017-08-05 19:25:00,2017,20,North Melbourne,Collingwood,Docklands,1420.39,1457.76,2.63,0.5038,0.2,0.3,0.4,0.5,-23.2,-7.6,83.8,94.6,107.0,102.2,1,-1,1.0,11.5,0.4571,0.25,0,7.0,6.0,0,-54
2017-08-05 19:40:00,2017,20,Fremantle,Gold Coast,Subiaco,1410.98,1365.63,85.35,0.6204,0.2,0.2,0.2,0.3,-19.8,-30.0,68.8,75.6,88.6,105.6,-3,-4,1.0,-14.33,0.5,0.3333,0,7.0,7.0,1,23
2017-08-06 13:10:00,2017,20,St Kilda,West Coast,Docklands,1504.82,1566.23,-21.41,0.4692,0.4,0.4,0.6,0.4,-5.8,13.0,80.8,89.4,86.6,76.4,-3,1,0.0,-67.5,0.5,0.5,0,7.0,6.0,1,8
2017-08-06 15:20:00,2017,20,Richmond,Hawthorn,M.C.G.,1548.35,1563.08,25.27,0.5363,0.8,0.7,0.6,0.5,5.8,15.8,84.2,94.4,78.4,78.6,3,2,1.0,-32.67,0.6053,0.5758,0,7.0,8.0,1,29
2017-08-06 16:40:00,2017,20,Adelaide,Port Adelaide,Adelaide Oval,1639.7,1532.95,146.75,0.6995,0.8,0.7,0.6,0.6,27.6,13.6,100.6,87.6,73.0,74.0,-1,1,4.0,13.8,0.7941,0.5152,0,7.0,8.0,1,84
2017-08-11 19:50:00,2017,21,Western Bulldogs,Greater Western Sydney,Docklands,1586.45,1600.92,25.53,0.5367,0.8,0.6,0.4,0.5,11.8,3.0,93.4,84.0,81.6,81.0,4,2,2.0,6.0,0.7778,0.5556,0,6.0,6.0,0,-48
2017-08-12 13:45:00,2017,21,Sydney,Fremantle,S.C.G.,1622.65,1422.37,240.28,0.7995,0.8,0.8,0.4,0.2,32.4,-13.4,97.6,70.8,65.2,84.2,1,1,1.0,22.33,0.7241,,0,7.0,6.0,1,104
2017-08-12 14:10:00,2017,21,Geelong,Richmond,GMHBA Stadium,1607.58,1562.26,85.32,0.6204,0.6,0.6,0.8,0.8,17.2,9.0,101.0,87.6,83.8,78.6,-1,4,2.0,6.5,0.6923,,0,7.0,5.0,1,14
2017-08-12 16:35:00,2017,21,Brisbane,Gold Coast,Gabba,1309.09,1354.24,-5.15,0.4926,0.2,0.3,0.0,0.3,-33.6,-38.4,81.0,65.4,114.6,103.8,-2,-5,2.0,-17.8,0.2258,0.5,0,7.0,6.0,1,58
2017-08-12 19:25:00,2017,21,Essendon,Adelaide,Docklands,1434.46,1648.71,-174.25,0.2683,0.8,0.5,0.8,0.7,20.6,42.0,109.6,108.8,89.0,66.8,1,1,0.0,-86.33,0.28,0.5,0,7.0,6.0,0,-43
2017-08-12 19:40:00,2017,21,West Coast,Carlton,Subiaco,1550.31,1334.48,255.83,0.8135,0.4,0.4,0.0,0.2,10.0,-26.2,91.0,72.0,81.0,98.2,-1,-7,2.0,38.0,0.8108,0.25,0,6.0,7.0,1,17
2017-08-13 13:10:00,2017,21,Melbourne,St Kilda,M.C.G.,1494.49,1520.74,13.75,0.5198,0.4,0.6,0.4,0.5,-10.8,-6.0,76.4,83.6,87.2,89.6,-2,1,1.0,-16.8,0.4706,0.8,0,7.0,7.0,1,24
2017-08-13 15:20:00,2017,21,Hawthorn,North Melbourne,University of Tasmania Stadium,1549.17,1405.28,183.89,0.7424,0.4,0.5,0.2,0.2,5.2,-30.2,83.6,75.4,78.4,105.6,-1,-1,3.0,36.0,0.7143,,0,7.0,7.0,1,27
2017-08-13 16:40:00,2017,21,Port Adelaide,Collingwood,Adelaide Oval,1523.94,1472.88,91.06,0.6281,0.6,0.6,0.6,0.5,-0.6,8.0,84.2,98.0,84.8,90.0,-1,1,3.0,33.67,0.5,0.0,0,7.0,7.0,1,27
2017-08-18 19:50:00,2017,22,Adelaide,Sydney,Adelaide Oval,1656.76,1628.66,68.1,0.5968,0.8,0.7,0.8,0.9,38.8,39.8,112.6,102.6,73.8,62.8,2,2,1.0,-26.0,0.8,0.5,0,6.0,6.0,0,-3
2017-08-19 13:45:00,2017,22,Western Bulldogs,Port Adelaide,Mars Stadium,1570.35,1535.09,75.25,0.6066,0.8,0.5,0.6,0.6,14.0,-1.6,95.8,79.8,81.8,81.4,-1,1,2.0,9.67,,,0,7.0,5.0,0,-17
2017-08-19 14:10:00,2017,22,Collingwood,Geelong,M.C.G.,1461.72,1618.97,-117.25,0.3374,0.6,0.4,0.6,0.6,10.0,3.0,96.2,84.4,86.2,81.4,-1,1,3.0,15.0,0.425,0.5333,0,5.0,7.0,0,-11
2017-08-19 16:35:00,2017,22,Greater Western Sydney,West Coast,Sydney Showground,1617.02,1555.9,101.12,0.6415,0.6,0.5,0.6,0.5,12.6,19.8,85.6,93.4,73.0,73.6,3,1,1.0,-26.67,0.7083,1.0,0,7.0,6.0,1,21
2017-08-19 19:25:00,2017,22,Gold Coast,Essendon,Carrara,1339.02,1426.41,-47.39,0.4322,0.0,0.2,0.6,0.5,-36.6,4.6,72.0,102.2,108.6,97.6,-6,-1,2.0,19.0,0.3871,0.0,0,7.0,7.0,0,-33
2017-08-19 19:25:00,2017,22,Carlton,Hawthorn,Docklands,1328.88,1556.89,-188.01,0.2531,0.0,0.2,0.6,0.5,-28.0,10.6,72.2,87.4,100.2,76.8,-8,1,0.0,-71.33,0.2632,0.8571,0,6.0,6.0,1,7
2017-08-20 13:10:00,2017,22,Melbourne,Brisbane,M.C.G.,1508.89,1324.31,224.58,0.7846,0.4,0.6,0.4,0.4,-7.6,-5.0,77.6,93.8,85.2,98.8,1,1,2.0,43.5,0.4857,0.0,0,7.0,7.0,1,13
2017-08-20 15:20:00,2017,22,St Kilda,North Melbourne,Docklands,1506.33,1397.55,148.78,0.7019,0.2,0.5,0.2,0.1,-24.2,-34.8,70.4,76.8,94.6,111.6,-1,-2,1.0,-12.5,0.5128,0.4444,0,7.0,7.0,1,49
2017-08-20 16:40:00,2017,22,Fremantle,Richmond,Subiaco,1416.35,1550.87,-94.51,0.3672,0.2,0.2,0.8,0.7,-35.0,19.6,61.4,86.6,96.4,67.0,-1,-1,2.0,-14.75,0.5135,0.6667,0,8.0,8.0,0,-104
2017-08-25 19:50:00,2017,23,Hawthorn,Western Bulldogs,Docklands,1534.49,1552.15,22.34,0.5321,0.6,0.5,0.6,0.5,9.8,6.6,84.4,95.2,74.6,88.6,-1,-2,2.0,16.67,0.75,0.7568,0,6.0,6.0,1,9
2017-08-26 13:45:00,2017,23,Collingwood,Melbourne,M.C.G.,1451.6,1515.36,-23.76,0.4659,0.4,0.3,0.6,0.6,4.8,4.2,87.4,84.4,82.6,80.2,-2,2,1.0,-19.4,0.4146,0.5,0,6.0,6.0,1,16
2017-08-26 14:10:00,2017,23,Brisbane,North Melbourne,Gabba,1317.85,1388.61,-30.76,0.4559,0.4,0.3,0.2,0.1,-1.4,-30.6,95.8,81.0,97.2,111.6,-1,-3,0.0,-62.67,0.25,1.0,0,6.0,5.0,0,-51
2017-08-26 16:35:00,2017,23,Sydney,Carlton,S.C.G.,1646.57,1351.29,335.28,0.8733,0.8,0.9,0.2,0.2,37.8,-22.6,100.0,75.2,62.2,97.8,3,1,3.0,26.75,0.7333,0.0,0,7.0,6.0,1,81
2017-08-26 19:25:00,2017,23,Geelong,Greater Western Sydney,GMHBA Stadium,1629.09,1627.77,41.32,0.5592,0.6,0.6,0.8,0.5,4.6,19.4,80.8,85.2,76.2,65.8,2,4,2.0,6.0,0.7143,,0,7.0,7.0,1,44
2017-08-26 19:40:00,2017,23,Port Adelaide,Gold Coast,Adelaide Oval,1553.29,1326.05,267.24,0.8232,0.6,0.7,0.0,0.1,-12.2,-40.2,73.6,65.8,85.8,106.0,2,-7,3.0,44.0,0.5143,0.0,0,7.0,7.0,1,115
2017-08-27 13:10:00,2017,23,Essendon,Fremantle,Docklands,1439.38,1405.34,74.04,0.605,0.6,0.6,0.2,0.2,-1.0,-49.8,96.6,62.8,97.6,112.6,1,-2,0.0,-48.0,0.2692,0.4286,0,7.0,6.0,1,15
2017-08-27 15:20:00,2017,23,Richmond,St Kilda,M.C.G.,1561.89,1515.28,86.61,0.6221,0.8,0.7,0.4,0.6,34.2,-2.2,95.2,84.4,61.0,86.6,1,1,1.0,-20.0,0.6154,0.6667,0,6.0,7.0,1,41
2017-08-27 16:40:00,2017,23,West Coast,Adelaide,Subiaco,1545.15,1638.86,-53.71,0.4233,0.4,0.5,0.6,0.7,9.6,29.0,90.6,105.4,81.0,76.4,-1,-1,2.0,-0.25,0.8158,0.6667,0,8.0,8.0,1,29
2017-09-07 19:50:00,2017,24,Adelaide,Greater Western Sydney,Adelaide Oval,1621.56,1614.55,47.01,0.5672,0.4,0.6,0.8,0.5,19.0,14.4,101.4,88.0,82.4,73.6,-2,-1,2.0,18.0,0.7778,0.25,0,11.0,12.0,1,36
2017-09-08 19:50:00,2017,24,Geelong,Richmond,M.C.G.,1642.31,1573.22,109.09,0.652,0.8,0.7,0.8,0.8,17.6,38.6,87.4,106.8,69.8,68.2,3,2,3.0,9.0,0.5625,0.625,0,13.0,12.0,0,-51
2017-09-09 16:20:00,2017,24,Sydney,Essendon,S.C.G.,1650.37,1451.23,239.14,0.7984,0.8,0.9,0.6,0.6,45.6,-3.4,107.4,91.6,61.8,95.0,4,2,3.0,31.33,0.7419,0.0,0,13.0,13.0,1,65
2017-09-09 19:50:00,2017,24,Port Adelaide,West Coast,Adelaide Oval,1558.59,1562.45,36.14,0.5518,0.8,0.7,0.6,0.5,15.4,17.0,87.6,93.6,72.2,76.6,3,1,1.0,1.0,0.5278,0.8,0,14.0,13.0,0,-2
2017-09-15 19:50:00,2017,25,Geelong,Sydney,M.C.G.,1622.75,1656.42,6.34,0.5091,0.6,0.6,1.0,0.9,-5.6,59.8,70.8,118.4,76.4,58.6,-1,5,1.0,-26.4,0.5294,0.6,0,7.0,6.0,1,59
2017-09-16 19:25:00,2017,25,Greater Western Sydney,West Coast,Sydney Showground,1601.57,1579.0,62.56,0.5891,0.6,0.4,0.6,0.6,4.8,3.8,78.0,86.6,73.2,82.8,-2,2,2.0,-14.75,0.72,0.5,0,8.0,6.0,1,67
2017-09-22 19:50:00,2017,26,Adelaide,Geelong,Adelaide Oval,1634.54,1637.48,37.06,0.5531,0.6,0.7,0.8,0.7,26.2,15.4,97.6,78.2,71.4,62.8,1,1,1.0,-19.2,0.7838,0.75,0,15.0,7.0,1,61
2017-09-23 16:45:00,2017,26,Richmond,Greater Western Sydney,M.C.G.,1592.78,1613.89,18.89,0.5272,0.8,0.8,0.6,0.5,42.2,11.2,105.4,83.6,63.2,72.4,3,1,2.0,-15.75,0.6341,0.0,0,14.0,6.0,1,36
2017-09-30 14:30:00,2017,27,Adelaide,Richmond,M.C.G.,1647.95,1606.97,80.98,0.6145,0.6,0.7,0.8,0.8,21.6,43.6,98.8,107.4,77.2,63.8,2,4,3.0,49.33,0.6667,0.6429,0,7.0,6.0,0,-48
2018-03-22 19:25:00,2018,1,Richmond,Carlton,M.C.G.,1600.32,1377.99,262.33,0.8191,1.0,0.9,0.2,0.1,56.0,-32.8,115.8,70.2,59.8,103.0,5,-1,5.0,27.0,0.6512,0.2857,0,173.0,208.0,1,26
2018-03-23 19:50:00,2018,1,Essendon,Adelaide,Docklands,1456.15,1603.61,-107.47,0.3501,0.6,0.6,0.4,0.6,-10.4,3.4,83.4,86.2,93.8,82.8,-1,-1,0.0,-75.5,0.2963,0.5714,0,195.0,174.0,1,12
2018-03-24 15:35:00,2018,1,St Kilda,Brisbane,Docklands,1503.15,1343.34,199.81,0.7595,0.4,0.5,0.2,0.3,-2.0,-17.6,88.8,89.2,90.8,106.8,-1,-2,3.0,37.0,0.525,0.25,0,209.0,210.0,1,25
2018-03-24 16:35:00,2018,1,Port Adelaide,Fremantle,Adelaide Oval,1533.63,1414.79,158.84,0.7139,0.6,0.6,0.2,0.2,14.6,-42.4,90.2,71.6,75.6,114.0,-1,-3,2.0,33.5,0.5135,0.2,0,195.0,209.0,1,50
2018-03-24 19:25:00,2018,1,Gold Coast,North Melbourne,Cazaly's Stadium,1356.6,1421.83,-25.23,0.4638,0.0,0.1,0.4,0.2,-52.4,-15.0,58.6,86.0,111.0,101.0,-8,1,2.0,5.75,0.0,,0,209.0,210.0,1,16
2018-03-24 19:25:00,2018,1,Hawthorn,Collingwood,M.C.G.,1538.82,1474.1,104.72,0.6463,0.6,0.6,0.4,0.4,1.2,6.4,84.2,88.6,83.0,82.2,1,1,3.0,4.25,0.5588,0.4286,0,210.0,210.0,1,34
2018-03-25 13:10:00,2018,1,Greater Western Sydney,Western Bulldogs,UNSW Canberra Oval,1579.77,1530.49,89.28,0.6257,0.4,0.5,0.4,0.5,-5.6,-6.0,76.0,91.2,81.6,97.2,-1,-3,3.0,4.8,0.8333,0.0,0,182.0,211.0,1,82
2018-03-25 15:20:00,2018,1,Melbourne,Geelong,M.C.G.,1499.47,1599.26,-59.79,0.4148,0.4,0.5,0.6,0.6,-3.6,0.4,83.4,77.2,87.0,76.8,-1,-1,1.0,-38.67,0.4865,0.5556,0,211.0,183.0,0,-3
2018-03-25 19:20:00,2018,1,West Coast,Sydney,Optus Stadium,1553.34,1613.35,-20.01,0.4712,0.6,0.5,0.8,0.8,-8.0,38.8,79.2,104.8,87.2,66.0,-1,-1,2.0,13.0,,,0,189.0,190.0,0,-29
2018-03-29 19:50:00,2018,2,Adelaide,Richmond,Adelaide Oval,1584.11,1605.75,18.37,0.5264,0.4,0.5,1.0,0.9,1.6,40.4,87.6,109.0,86.0,68.6,-2,6,3.0,25.0,0.7895,0.4,0,6.0,7.0,1,36
2018-03-30 16:20:00,2018,2,North Melbourne,St Kilda,Docklands,1405.74,1510.37,-64.62,0.4081,0.2,0.2,0.6,0.5,-19.0,3.4,78.6,98.0,97.6,94.6,-1,1,3.0,0.2,0.4324,0.5366,0,5.0,6.0,1,52
2018-03-31 13:45:00,2018,2,Carlton,Gold Coast,Docklands,1372.56,1372.69,39.87,0.5571,0.2,0.1,0.2,0.2,-25.0,-42.6,77.6,56.6,102.6,99.2,-2,1,2.0,-9.0,0.3,0.1667,0,8.0,6.0,0,-34
2018-03-31 16:35:00,2018,2,Collingwood,Greater Western Sydney,M.C.G.,1463.49,1591.0,-87.51,0.3767,0.4,0.4,0.4,0.6,-0.4,6.6,81.4,86.4,81.8,79.8,-1,1,2.0,23.67,0.4186,0.0,0,6.0,6.0,0,-16
2018-03-31 19:25:00,2018,2,Brisbane,Melbourne,Gabba,1336.13,1487.02,-110.9,0.3456,0.2,0.3,0.4,0.4,-9.0,-3.4,96.6,87.8,105.6,91.2,-3,-2,0.0,-33.33,0.2424,,0,7.0,6.0,0,-26
2018-03-31 20:10:00,2018,2,Fremantle,Essendon,Optus Stadium,1406.21,1475.64,-29.44,0.4577,0.2,0.2,0.6,0.7,-50.0,-9.6,66.4,86.4,116.4,96.0,-4,1,3.0,32.25,,,0,7.0,8.0,1,16
2018-04-01 15:20:00,2018,2,Western Bulldogs,West Coast,Docklands,1519.26,1539.2,20.06,0.5288,0.2,0.4,0.4,0.5,-28.4,-17.2,76.0,76.4,104.4,93.6,-4,-2,2.0,-7.4,0.7368,0.4444,0,7.0,6.0,0,-51
2018-04-01 16:40:00,2018,2,Sydney,Port Adelaide,S.C.G.,1627.49,1542.22,125.27,0.6729,0.8,0.8,0.8,0.7,23.8,41.4,99.2,103.0,75.4,61.6,1,1,3.0,24.25,0.75,0.3333,0,6.0,8.0,0,-23
2018-04-02 15:20:00,2018,2,Geelong,Hawthorn,M.C.G.,1611.7,1549.43,102.27,0.6431,0.6,0.6,0.6,0.6,-1.2,6.8,82.6,90.0,83.8,83.2,1,2,4.0,17.0,0.5789,0.5714,0,8.0,8.0,0,-1
2018-04-06 19:50:00,2018,3,Carlton,Collingwood,M.C.G.,1355.85,1452.19,-56.34,0.4196,0.2,0.1,0.2,0.4,-30.2,-14.4,75.8,75.0,106.0,89.4,-3,-2,2.0,-13.4,0.2857,0.4091,0,6.0,6.0,0,-24
2018-04-07 13:45:00,2018,3,Port Adelaide,Brisbane,Adelaide Oval,1562.4,1325.76,276.64,0.831,0.8,0.7,0.2,0.2,40.6,-11.4,102.2,93.6,61.6,105.0,2,-4,4.0,51.4,0.5263,0.0,0,5.0,6.0,1,5
2018-04-07 14:10:00,2018,3,Melbourne,North Melbourne,M.C.G.,1497.39,1423.5,113.89,0.6583,0.6,0.5,0.4,0.3,8.8,2.2,95.4,86.2,86.6,84.0,1,1,0.0,-14.5,0.4595,0.6,0,6.0,7.0,1,37
2018-04-07 16:35:00,2018,3,Gold Coast,Fremantle,Optus Stadium,1389.4,1422.47,6.93,0.51,0.4,0.2,0.2,0.3,-31.2,-51.4,63.4,69.6,94.6,121.0,2,1,2.0,5.0,,1.0,0,7.0,6.0,0,-28
2018-04-07 19:25:00,2018,3,Sydney,Greater Western Sydney,S.C.G.,1607.3,1602.29,45.01,0.5644,0.6,0.7,0.6,0.7,18.6,18.6,96.8,93.6,78.2,75.0,-1,2,2.0,-16.4,0.7273,0.3333,0,6.0,7.0,1,16
2018-04-07 19:25:00,2018,3,St Kilda,Adelaide,Docklands,1492.61,1598.32,-65.72,0.4065,0.4,0.4,0.6,0.5,-8.6,14.6,86.0,97.0,94.6,82.4,-1,1,0.0,-63.67,0.5366,0.5,0,8.0,8.0,0,-49
2018-04-08 13:10:00,2018,3,Richmond,Hawthorn,M.C.G.,1591.54,1568.72,62.82,0.5894,0.8,0.8,0.8,0.6,25.0,12.8,101.0,100.8,76.0,88.0,-1,3,2.0,-17.25,0.6512,0.5714,0,9.0,5.0,1,13
2018-04-08 15:20:00,2018,3,Western Bulldogs,Essendon,Docklands,1503.39,1459.38,84.02,0.6186,0.0,0.4,0.6,0.6,-41.4,-4.2,69.4,88.4,110.8,92.6,-5,-1,3.0,52.33,0.7105,0.3214,0,7.0,7.0,1,21
2018-04-08 16:40:00,2018,3,West Coast,Geelong,Optus Stadium,1555.07,1592.41,2.66,0.5038,0.6,0.5,0.4,0.6,-2.8,-10.2,88.6,85.4,91.4,95.6,1,-1,2.0,8.33,0.0,,0,7.0,6.0,1,15
2018-04-13 19:50:00,2018,4,Adelaide,Collingwood,Adelaide Oval,1610.52,1464.78,185.74,0.7444,0.6,0.6,0.4,0.5,17.2,-4.2,101.0,80.8,83.8,85.0,2,1,2.0,18.33,0.7895,0.0,0,6.0,7.0,0,-48
2018-04-14 13:45:00,2018,4,Greater Western Sydney,Fremantle,UNSW Canberra Oval,1589.23,1437.77,191.45,0.7507,0.6,0.6,0.4,0.3,22.6,-25.0,101.4,81.0,78.8,106.0,-1,2,3.0,25.25,0.8333,,0,6.0,6.0,1,31
2018-04-14 14:10:00,2018,4,Richmond,Brisbane,M.C.G.,1603.86,1320.69,323.17,0.8653,0.8,0.8,0.0,0.2,17.4,-24.0,103.2,83.6,85.8,107.6,1,-5,4.0,51.0,0.6744,0.0,0,6.0,7.0,1,93
2018-04-14 16:35:00,2018,4,Western Bulldogs,Sydney,Docklands,1514.84,1620.37,-65.53,0.4068,0.2,0.5,0.6,0.7,-27.6,5.6,78.8,89.8,106.4,84.2,1,1,4.0,1.4,0.7179,0.8571,0,6.0,6.0,0,-7
2018-04-14 19:25:00,2018,4,North Melbourne,Carlton,Bellerive Oval,1413.25,1343.26,109.99,0.6532,0.4,0.3,0.2,0.1,0.2,-31.6,85.6,74.4,85.4,106.0,-1,-4,3.0,49.33,0.7778,,0,7.0,7.0,1,86
2018-04-14 20:10:00,2018,4,West Coast,Gold Coast,Optus Stadium,1569.95,1374.1,235.85,0.7954,0.6,0.6,0.4,0.2,-5.6,-25.2,87.6,60.2,93.2,85.4,2,-1,2.0,41.5,0.5,0.0,0,6.0,7.0,1,80
2018-04-15 13:10:00,2018,4,Essendon,Port Adelaide,Docklands,1447.93,1567.47,-79.54,0.3875,0.4,0.5,0.8,0.7,-15.0,38.2,87.0,102.4,102.0,64.2,-2,3,1.0,-1.33,0.3103,0.5714,0,6.0,7.0,1,22
2018-04-15 15:20:00,2018,4,Hawthorn,Melbourne,M.C.G.,1556.4,1507.64,88.76,0.625,0.6,0.6,0.6,0.5,4.8,11.4,95.4,100.8,90.6,89.4,-1,2,3.0,24.25,0.5714,0.4737,0,7.0,8.0,1,67
2018-04-15 16:40:00,2018,4,Geelong,St Kilda,GMHBA Stadium,1577.53,1480.41,137.11,0.6877,0.4,0.5,0.4,0.3,-3.0,-13.6,93.4,82.6,96.4,96.2,-2,-2,1.0,11.67,0.7857,,0,7.0,7.0,1,47
2018-04-20 19:50:00,2018,5,Sydney,Adelaide,S.C.G.,1632.57,1588.19,84.39,0.6191,0.6,0.8,0.4,0.5,-6.0,-4.6,82.8,85.4,88.8,90.0,2,-1,3.0,20.25,0.7273,0.0,0,6.0,7.0,0,-10
2018-04-21 13:45:00,2018,5,St Kilda,Greater Western Sydney,Docklands,1471.04,1596.71,-85.67,0.3792,0.2,0.3,0.6,0.6,-32.8,15.4,68.4,92.8,101.2,77.4,-3,1,1.0,-17.0,0.5238,0.5556,0,5.0,7.0,0,0
2018-04-21 16:35:00,2018,5,Carlton,West Coast,M.C.G.,1332.86,1576.09,-203.24,0.2369,0.0,0.1,0.6,0.6,-50.2,10.0,65.0,99.8,115.2,89.8,-5,3,0.0,-31.0,0.2857,0.2857,0,6.0,6.0,0,-10
2018-04-21 19:40:00,2018,5,Port Adelaide,Geelong,Adelaide Oval,1549.1,1586.89,2.2,0.5032,0.6,0.7,0.4,0.6,10.8,-5.4,92.2,94.4,81.4,99.8,-1,1,0.0,-24.33,0.5526,0.6,0,6.0,6.0,0,-34
2018-04-21 20:10:00,2018,5,Fremantle,Western Bulldogs,Optus Stadium,1430.29,1502.63,-32.34,0.4536,0.4,0.3,0.2,0.4,-10.4,-25.6,81.0,78.8,91.4,104.4,-1,-1,3.0,-4.0,1.0,,0,7.0,7.0,1,54
2018-04-22 15:20:00,2018,5,North Melbourne,Hawthorn,Docklands,1423.65,1567.65,-104.0,0.3546,0.6,0.4,0.8,0.7,27.2,19.6,93.2,104.4,66.0,84.8,1,1,0.0,-33.75,0.4444,0.7778,0,7.0,7.0,1,28
2018-04-22 16:40:00,2018,5,Brisbane,Gold Coast,Gabba,1316.65,1367.96,-11.32,0.4837,0.0,0.2,0.4,0.2,-40.0,-34.6,68.8,60.6,108.8,95.2,-6,-2,3.0,6.6,0.25,0.3333,0,8.0,7.0,0,-5
2018-04-24 19:25:00,2018,5,Melbourne,Richmond,M.C.G.,1496.39,1607.9,-71.51,0.3985,0.4,0.5,0.8,0.8,-4.6,28.8,89.6,104.6,94.2,75.8,-1,2,2.0,17.33,0.4615,0.6818,0,9.0,10.0,0,-46
2018-04-25 15:20:00,2018,5,Collingwood,Essendon,M.C.G.,1487.11,1466.31,60.8,0.5866,0.6,0.5,0.4,0.5,7.6,-13.6,90.2,86.8,82.6,100.4,2,1,2.0,6.2,0.3953,0.4737,0,11.0,10.0,1,49
2018-04-27 19:50:00,2018,6,Western Bulldogs,Carlton,Docklands,1486.24,1325.75,200.49,0.7603,0.2,0.3,0.0,0.1,-34.6,-36.0,71.6,67.4,106.2,103.4,-2,-6,3.0,22.33,0.6923,0.2857,0,5.0,6.0,1,21
2018-04-28 13:45:00,2018,6,Geelong,Sydney,GMHBA Stadium,1601.99,1614.0,27.99,0.5402,0.6,0.6,0.6,0.7,13.6,3.8,96.2,90.0,82.6,86.2,2,-1,2.0,-6.0,0.8462,0.5,0,6.0,7.0,0,-17
2018-04-28 14:10:00,2018,6,North Melbourne,Port Adelaide,Docklands,1443.01,1534.0,-50.99,0.4271,0.6,0.5,0.6,0.6,22.6,4.4,86.8,87.0,64.2,82.6,2,-2,0.0,-35.33,0.4595,0.4286,0,5.0,6.0,0,-33
2018-04-28 16:35:00,2018,6,Greater Western Sydney,Brisbane,Sydney Showground,1593.08,1302.14,330.95,0.8705,0.6,0.5,0.0,0.1,22.6,-30.8,94.0,67.2,71.4,98.0,-1,-7,3.0,56.33,0.7308,0.0,0,7.0,5.0,1,34
2018-04-28 19:25:00,2018,6,Hawthorn,St Kilda,University of Tasmania Stadium,1548.29,1474.67,113.63,0.6579,0.6,0.6,0.2,0.3,12.2,-24.6,98.6,66.8,86.4,91.4,-1,-4,2.0,-3.0,0.7143,1.0,0,6.0,7.0,1,35
2018-04-28 19:40:00,2018,6,Adelaide,Gold Coast,Adelaide Oval,1606.76,1382.48,264.28,0.8207,0.6,0.5,0.6,0.3,7.0,-10.6,90.4,71.8,83.4,82.4,1,1,4.0,57.0,0.7632,0.0,0,7.0,6.0,1,48
2018-04-29 13:10:00,2018,6,Essendon,Melbourne,Docklands,1453.91,1484.44,9.47,0.5136,0.4,0.5,0.4,0.4,-10.4,-10.6,86.0,84.2,96.4,94.8,-1,-2,2.0,-5.33,0.3333,0.4444,0,3.0,4.0,0,-36
2018-04-29 15:20:00,2018,6,Collingwood,Richmond,M.C.G.,1499.51,1619.85,-80.34,0.3864,0.6,0.5,0.8,0.9,14.2,28.4,90.6,103.4,76.4,75.0,3,3,1.0,-25.8,0.4091,0.7045,0,4.0,4.0,0,-43
2018-04-29 16:40:00,2018,6,Fremantle,West Coast,Optus Stadium,1446.68,1583.2,-96.52,0.3646,0.6,0.4,0.8,0.7,3.4,25.4,84.2,104.0,80.8,78.6,1,4,0.0,-34.8,1.0,0.6667,0,7.0,8.0,0,-8
2018-05-04 19:50:00,2018,7,Geelong,Greater Western Sydney,GMHBA Stadium,1585.78,1596.97,28.82,0.5414,0.4,0.5,0.6,0.5,9.6,13.0,90.6,82.8,81.0,69.8,-1,1,3.0,13.6,0.7857,0.0,0,6.0,6.0,1,61
2018-05-05 13:45:00,2018,7,Western Bulldogs,Gold Coast,Mars Stadium,1493.43,1377.1,156.33,0.7109,0.4,0.3,0.4,0.3,-14.0,-23.4,77.4,73.2,91.4,96.6,1,-1,3.0,41.33,0.0,,0,7.0,6.0,1,9
